Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR
Zane Smith,25,ATL,NL,43,71,59,2,5,0,0,0,3,0,0,2,19,.085,.115,.085,.199,-45,5,0,0,9,0,0,1/H,L,NL,8,16,.333,4.05,38,32,2,3,1,1,204.2,209,109,92,8,105,6,139,5,0,8,889,98,3.53,1.534,9.2,0.4,4.6,6.1,1.32,L,ATL,NL,38,32,3,204.2,53,7,45,1,4,.981,,,2.29,1.37,P,,,,,,,,,,,,,,,,,,,,,,,805,ATL,3,43,32,43,38,38,0,0,0,0,0,0,0,0,0,0,0,5
Cory Snyder,23,CLE,AL,103,433,416,58,113,21,1,24,69,2,3,16,123,.272,.299,.500,.799,115,208,8,0,1,0,0,965/7D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,119,102,83,907.0,307,213,84,10,22,.967,-8,-11,2.95,2.50,OF-SS-3B,,,,,,,,,,,,,,,,,,,,,,,808,CLE,1st,103,103,103,102,0,0,0,0,11,34,6,0,69,73,1,0,0
Ray Soff,27,STL,NL,30,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,R,NL,4,2,.667,3.29,30,0,9,0,0,0,38.1,37,17,14,4,13,1,22,0,1,2,162,112,4.00,1.304,8.7,0.9,3.1,5.2,1.69,R,STL,NL,30,0,0,38.1,14,6,7,1,0,.929,,,3.05,0.43,P,,,,,,,,,,,,,,,,,,,,,,,809,STL,1st,30,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Julio Solano,26,HOU,NL,16,7,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,R,NL,3,1,.750,7.59,16,1,3,0,0,0,32.0,39,28,27,5,22,2,21,3,1,3,155,48,5.83,1.906,11.0,1.4,6.2,5.9,0.95,R,HOU,NL,16,1,0,32.0,7,2,4,1,0,.857,,,1.69,0.38,P,,,,,,,,,,,,,,,,,,,,,,,810,HOU,4,16,1,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0
Mario Soto,29,CIN,NL,20,33,27,2,3,1,0,0,1,0,0,0,6,.111,.111,.148,.259,-30,4,0,0,6,0,0,1,R,NL,5,10,.333,4.71,19,19,0,1,1,0,105.0,113,61,55,15,46,6,67,1,0,3,461,82,4.69,1.514,9.7,1.3,3.9,5.7,1.46,R,CIN,NL,19,19,1,105.0,20,3,16,1,0,.950,,,1.63,1.00,P,,,,,,,,,,,,,,,,,,,,,,,811,CIN,10,20,20,20,19,19,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Speck,29,ATL,NL,13,5,3,0,0,0,0,0,0,0,0,1,3,.000,.250,.000,.250,-26,0,0,0,1,0,0,1,R,NL,2,1,.667,4.13,13,1,3,0,0,0,28.1,25,13,13,2,15,0,21,1,1,2,123,97,3.90,1.412,7.9,0.6,4.8,6.7,1.40,R,ATL,NL,13,1,0,28.1,6,1,5,0,0,1.000,,,1.91,0.46,P,,,,,,,,,,,,,,,,,,,,,,,812,ATL,1st,13,1,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0
Chris Speier,36,CHC,NL,95,176,155,21,44,8,0,6,23,2,2,15,32,.284,.349,.452,.800,114,70,4,1,4,1,3,5H6/4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHC,NL,83,31,25,383.2,171,62,106,3,15,.982,-1,-2,3.94,2.02,3B-SS-2B,,,,,,,,,,,,,,,,,,,,,,,813,CHC,16,95,30,95,81,0,0,0,7,53,23,0,0,0,0,0,18,9
Harry Spilman,31,TOT,MLB,82,159,143,18,39,9,0,5,30,0,0,15,21,.273,.342,.441,.782,117,63,1,0,1,0,3,H3D/5247,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,31,18,11,164.2,167,147,18,2,8,.988,2,13,9.02,5.32,1B-3B-C-2B-OF,TOT,MLB,2,0,0,4.0,2,2,0,0,0,1.000,0,0,0,4.50,1.00,0,0,0,0,,814,2TM,9,82,27,82,29,0,2,20,1,7,0,1,0,0,1,11,52,1
Harry Spilman,31,DET,AL,24,53,49,6,12,2,0,3,8,0,0,3,8,.245,.288,.469,.758,103,23,1,0,1,0,0,HD/532,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,31,18,11,164.2,167,147,18,2,8,.988,2,13,9.02,5.32,1B-3B-C-2B-OF,TOT,MLB,2,0,0,4.0,2,2,0,0,0,1.000,0,0,0,4.50,1.00,0,0,0,0,,814,2TM,9,82,27,82,29,0,2,20,1,7,0,1,0,0,1,11,52,1
Harry Spilman,31,SFG,NL,58,106,94,12,27,7,0,2,22,0,0,12,13,.287,.368,.426,.793,124,40,0,0,0,0,3,H3/5427,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,31,18,11,164.2,167,147,18,2,8,.988,2,13,9.02,5.32,1B-3B-C-2B-OF,TOT,MLB,2,0,0,4.0,2,2,0,0,0,1.000,0,0,0,4.50,1.00,0,0,0,0,,814,2TM,9,82,27,82,29,0,2,20,1,7,0,1,0,0,1,11,52,1
Randy St. Claire,25,MON,NL,11,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1,R,NL,2,0,1.000,2.37,11,0,2,0,0,1,19.0,13,5,5,2,6,1,21,0,0,1,76,161,2.88,1.000,6.2,0.9,2.8,9.9,3.50,R,MON,NL,11,0,0,19.0,6,1,5,0,0,1.000,,,2.84,0.55,P,,,,,,,,,,,,,,,,,,,,,,,815,MON,3,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Mike Stanley,23,TEX,AL,15,33,30,4,10,3,0,1,1,1,0,3,7,.333,.394,.533,.927,148,16,0,0,0,0,0,/5H2D7,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX,AL,12,7,4,65.0,23,14,8,1,2,.957,-1,-13,3.05,1.83,3B-C-OF,TEX,AL,4,2,2,25.0,16,14,2,0,1,1.000,0,0,0,5.76,4.00,1,1,1,1,50%,817,TEX,1st,15,7,15,12,0,4,0,0,7,0,1,0,0,1,3,5,1
Dave Stapleton,32,BOS,AL,39,42,39,4,5,1,0,0,3,0,0,2,10,.128,.171,.154,.325,-10,6,1,0,1,0,0,3H/45,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,37,8,8,118.0,101,85,16,0,13,1.000,-2,-21,7.70,2.73,1B-2B-3B,,,,,,,,,,,,,,,,,,,,,,,818,BOS,7,39,8,39,37,0,0,29,6,2,0,0,0,0,0,0,2,11
John Stefero,26,BAL,AL,52,137,120,14,28,2,0,2,13,0,1,16,25,.233,.321,.300,.621,72,36,1,0,0,1,0,2/H4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,51,39,23,321.1,245,221,20,4,2,.984,-1,-4,6.75,4.73,C-2B,BAL,AL,50,39,23,321.1,245,221,20,4,2,.984,-1,-4,-1,6.75,4.82,3,14,37,18,33%,819,BAL,2,52,39,52,50,0,50,0,0,0,0,0,0,0,0,0,7,1
Terry Steinbach,24,OAK,AL,6,16,15,3,5,0,0,2,4,0,0,1,0,.333,.375,.733,1.108,204,11,0,0,0,0,0,/2H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,5,3,3,30.0,26,21,4,1,1,.962,-1,-40,7.50,5.00,C,OAK,AL,5,3,3,30.0,26,21,4,1,1,.962,-1,-40,-1,7.50,5.00,0,5,6,4,40%,820,OAK,1st,6,3,6,5,0,5,0,0,0,0,0,0,0,0,0,2,0
Mike Stenhouse,28,BOS,AL,21,34,21,1,2,1,0,0,1,0,0,12,5,.095,.424,.143,.567,64,3,1,0,1,0,0,H/379,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,7,4,4,38.0,26,23,3,0,3,1.000,-1,-38,6.16,3.71,OF-1B,,,,,,,,,,,,,,,,,,,,,,,821,BOS,5,21,4,21,7,0,0,3,0,0,0,2,0,2,4,0,16,0
Dave Stewart,29,TOT,MLB,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,R,MLB,9,5,.643,3.95,37,17,4,4,1,0,161.2,152,76,71,16,69,0,111,3,3,10,700,98,4.02,1.367,8.5,0.9,3.8,6.2,1.61,R,TOT,ZZ,37,17,4,161.2,29,10,18,1,2,.966,,,1.56,0.76,P,,,,,,,,,,,,,,,,,,,,,,,822,2TM,7,37,17,8,37,37,0,0,0,0,0,0,0,0,0,0,0,0
Dave Stewart,29,PHI,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,R,NL,0,0,,6.57,8,0,2,0,0,0,12.1,15,9,9,1,4,0,9,0,3,1,56,61,3.34,1.541,10.9,0.7,2.9,6.6,2.25,R,TOT,ZZ,37,17,4,161.2,29,10,18,1,2,.966,,,1.56,0.76,P,,,,,,,,,,,,,,,,,,,,,,,822,2TM,7,37,17,8,37,37,0,0,0,0,0,0,0,0,0,0,0,0
Dave Stieb,28,TOR,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,R,AL,7,12,.368,4.74,37,34,2,1,1,1,205.0,239,128,108,29,87,1,127,15,0,7,919,89,4.86,1.590,10.5,1.3,3.8,5.6,1.46,R,TOR,AL,37,34,1,205.0,49,15,33,1,4,.980,,,2.11,1.30,P,,,,,,,,,,,,,,,,,,,,,,,824,TOR,8,38,34,1,37,37,0,0,0,0,0,0,0,0,0,0,0,1
Kurt Stillwell,21,CIN,NL,104,315,279,31,64,6,1,0,26,6,2,30,47,.229,.309,.258,.567,56,72,5,2,4,0,1,6H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,NL,80,64,60,603.2,328,107,205,16,40,.951,-6,-12,4.65,3.90,SS,,,,,,,,,,,,,,,,,,,,,,,825,CIN,1st,104,64,104,80,0,0,0,0,0,80,0,0,0,0,0,25,5
