Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos_Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos_Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR,Primary_Pos_fld,rbi_per_g,clutch,bat_letter,hr_rate,hr_num_bat,triple_rate,triple_val,triple_num,speed_score,speed_rating,walk_rate,bb_num,k_rate,k_val,k_num,hbp_rate,hbp_num,hbp_val,hit_rate,batter_rating,BAA,pit_letter,IP_real,IE,bb_rate,bb_num_pit,k_rate_pit,k_val_pit,k_num_pit,hbp_rate_pit,hbp_val_pit,hbp_num_pit,WP_num,hr_rate_pit,gopher_ball,control_rate,PCN,hit_rate_pit,PPH,goph_lett_inn,bb_k_hbp,pitcher_rating
Dwayne Murphy,31,OAK,AL,98.0,400.0,329.0,50.0,83.0,11.0,3.0,9.0,39.0,3.0,1.0,56.0,80.0,0.252,0.364,0.386,0.75,112.0,127.0,4.0,4.0,7.0,4.0,4.0,8/HD,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,97.0,93.0,86.0,819.2,284.0,276.0,6.0,2.0,3.0,0.993,17.0,25.0,3.1,2.91,OF,,,,,,,,,,,,,,,,,,,,,,,591,OAK,9,98,93,98,97,0,0,0,0,0,0,0,97,0,97,1,56,2,OF,0.3979591836734694,,B,4,14.0,1,5,(15),0.025,,5,15,7,12,26,0,,0.0,7,B14(15) (15-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Rob Murphy,26,CIN,NL,34.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,NL,6.0,0.0,1.0,0.72,34.0,0.0,12.0,0.0,0.0,1.0,50.1,26.0,4.0,4.0,0.0,21.0,2.0,36.0,0.0,0.0,5.0,195.0,541.0,2.59,0.934,4.6,0.0,3.8,6.4,1.71,L,CIN,NL,34.0,0.0,0.0,50.1,10.0,1.0,9.0,0.0,0.0,1.0,,,1.79,0.29,P,,,,,,,,,,,,,,,,,,,,,,,592,CIN,2,34,0,34,34,34,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,12,12,26,0,,0.0,0,G (n-26),0.14942528735632185,J,50.333333333333336,1,4.0,14,7.0,11.0,25,0,0.0,,[WP],0.0,-,9.0,53,5.0,62,-J1,(14-25) ,-J1 (14-25)  [WP]
Eddie Murray,30,BAL,AL,137.0,578.0,495.0,61.0,151.0,25.0,1.0,17.0,84.0,3.0,0.0,78.0,49.0,0.305,0.396,0.463,0.8590000000000001,136.0,229.0,17.0,0.0,0.0,5.0,7.0,*3D/H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,119.0,119.0,118.0,1052.1,1146.0,1045.0,88.0,13.0,100.0,0.989,4.0,5.0,9.69,9.52,1B,,,,,,,,,,,,,,,,,,,,,,,593,BAL,10,137,135,137,119,0,0,119,0,0,0,0,0,0,0,16,54,0,1B,0.6131386861313869,#,B+,4,14.0,0,0,,0.016129032258064516,,5,15,3,8,22,0,,0.0,9,#B+14 (15-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Randy Myers,23,NYM,NL,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,L,NL,0.0,0.0,,4.22,10.0,0.0,5.0,0.0,0.0,0.0,10.2,11.0,5.0,5.0,1.0,9.0,1.0,13.0,1.0,0.0,0.0,53.0,88.0,4.36,1.875,9.3,0.8,7.6,11.0,1.44,L,NYM,NL,10.0,0.0,0.0,10.2,2.0,0.0,2.0,0.0,0.0,1.0,,,1.69,0.2,P,,,,,,,,,,,,,,,,,,,,,,,595,NYM,2,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.2558139534883721,W,10.666666666666664,1,6.0,16,9.0,15.0,33,1,16.0,/34,,0.09090909090909091,,14.0,44,7.0,56,W1,(16-33/34) ,W1 (16-33/34)  
Jerry Narron,30,CAL,AL,57.0,107.0,95.0,5.0,21.0,3.0,1.0,1.0,8.0,0.0,0.0,9.0,14.0,0.221,0.292,0.305,0.598,64.0,29.0,5.0,1.0,1.0,1.0,0.0,2H/D,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAL,AL,51.0,22.0,14.0,236.0,171.0,155.0,14.0,2.0,3.0,0.988,2.0,10.0,6.44,3.31,C,CAL,AL,51.0,22.0,14.0,236.0,171.0,155.0,14.0,2.0,3.0,0.988,2.0,10.0,2.0,6.44,3.31,3.0,9.0,15.0,12.0,44%,596,CAL,7,57,24,57,51,0,51,0,0,0,0,0,0,0,0,2,56,0,C,0.14035087719298245,,C,2,12.0,2,4,(14),0.0,,3,13,5,8,22,0,,0.0,7,C12(14) (13-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ricky Nelson,27,SEA,AL,10.0,12.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.333,-9.0,2.0,0.0,0.0,0.0,0.0,0.0,/HD8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA,AL,1.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,0.667,-1.0,-270.0,4.5,2.0,OF,,,,,,,,,,,,,,,,,,,,,,,598,SEA,4,10,1,10,1,0,0,0,0,0,0,0,1,0,1,4,61,4,OF,0.1,,D,0,,0,0,,0.5,****,0,n,12,12,26,0,,0.0,6,D**** (n-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Rob Nelson,22,OAK,AL,5.0,10.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.222,0.3,0.333,0.633,79.0,3.0,0.0,0.0,0.0,0.0,0.0,/3HD,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,2.0,1.0,0.0,8.0,5.0,3.0,1.0,1.0,1.0,0.8,-1.0,-105.0,4.5,2.0,1B,,,,,,,,,,,,,,,,,,,,,,,599,OAK,1st,5,2,5,2,0,0,2,0,0,0,0,0,0,0,1,56,0,1B,0.0,,C,0,,0,0,,0.0,,4,14,14,18,36,0,,0.0,7,C (14-36),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Graig Nettles,41,SDP,NL,126.0,400.0,354.0,36.0,77.0,9.0,0.0,16.0,55.0,0.0,1.0,41.0,62.0,0.218,0.3,0.379,0.679,88.0,134.0,6.0,2.0,0.0,3.0,8.0,*5H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,114.0,99.0,68.0,847.1,273.0,83.0,174.0,16.0,14.0,0.941,-5.0,-7.0,2.73,2.25,3B,,,,,,,,,,,,,,,,,,,,,,,600,SDP,20,126,99,126,114,0,0,0,0,114,0,0,0,0,0,0,56,0,3B,0.4365079365079365,,C,7,21.0,0,0,,0.0,,4,14,6,10,24,0,,0.0,7,C21 (14-24),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Al Newman,26,MON,NL,95.0,212.0,185.0,23.0,37.0,3.0,0.0,1.0,8.0,11.0,11.0,21.0,20.0,0.2,0.279,0.232,0.511,43.0,43.0,4.0,0.0,4.0,2.0,2.0,4H6,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,81.0,43.0,34.0,459.1,270.0,98.0,161.0,11.0,35.0,0.959,-1.0,-2.0,5.07,3.2,2B-SS,,,,,,,,,,,,,,,,,,,,,,,601,MON,2,95,43,95,76,0,0,0,59,0,22,0,0,0,0,0,61,12,2B,0.08421052631578947,,C,1,11.0,0,0,,0.2037037037037037,***,4,14,3,7,21,0,,0.0,6,C11*** (14-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Carl Nichols,23,BAL,AL,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.16699999999999998,0.0,0.16699999999999998,-49.0,0.0,0.0,0.0,0.0,0.0,1.0,/2,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,5.0,2.0,1.0,19.0,11.0,11.0,0.0,0.0,0.0,1.0,-1.0,-63.0,5.21,2.2,C,BAL,AL,5.0,2.0,1.0,19.0,11.0,11.0,0.0,0.0,0.0,1.0,-1.0,-63.0,-1.0,5.21,2.2,1.0,2.0,2.0,0.0,0%,602,BAL,1st,5,2,5,5,0,5,0,0,0,0,0,0,0,0,0,66,0,C,0.0,,G,0,,0,0,,0.0,,6,16,24,30,56,0,,0.0,0,G (16-56),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Reid Nichols,27,CHW,AL,74.0,150.0,136.0,9.0,31.0,4.0,0.0,2.0,18.0,5.0,4.0,11.0,23.0,0.228,0.282,0.301,0.583,57.0,41.0,2.0,0.0,1.0,2.0,0.0,H789/D4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHW,AL,55.0,32.0,24.0,323.0,95.0,90.0,4.0,1.0,0.0,0.989,6.0,21.0,2.62,1.71,OF-2B,,,,,,,,,,,,,,,,,,,,,,,603,CHW,7,74,32,74,54,0,0,0,2,0,0,31,14,11,53,3,56,13,OF,0.2432432432432433,,C+,2,12.0,0,0,,0.1388888888888889,**,3,13,6,9,23,0,,0.0,7,C+12** (13-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tom Niedenfuer,26,LAD,NL,60.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,1.0,186.0,2.0,0.0,0.0,1.0,0.0,0.0,1,R,NL,6.0,6.0,0.5,3.71,60.0,0.0,27.0,0.0,0.0,11.0,80.0,86.0,35.0,33.0,11.0,29.0,15.0,55.0,1.0,0.0,2.0,345.0,94.0,4.31,1.4380000000000002,9.7,1.2,3.3,6.2,1.9,R,LAD,NL,60.0,0.0,0.0,80.0,20.0,9.0,10.0,1.0,1.0,0.95,,,2.14,0.32,P,,,,,,,,,,,,,,,,,,,,,,,604,LAD,6,60,0,60,60,60,0,0,0,0,0,0,0,0,0,0,45,0,P,0.03333333333333333,,AAA,0,,0,0,,0.0,,0,n,7,7,21,0,,0.0,14,AAA (n-21),0.273015873015873,W,80.0,1,3.0,13,6.0,9.0,23,0,0.0,,,0.12790697674418605,+,12.0,46,9.0,54,+W1,(13-23) ,+W1 (13-23)  
Randy Niemann,30,NYM,NL,31.0,7.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333,0.429,0.333,0.762,116.0,2.0,0.0,0.0,0.0,0.0,0.0,1,L,NL,2.0,3.0,0.4,3.79,31.0,1.0,11.0,0.0,0.0,0.0,35.2,44.0,17.0,15.0,2.0,12.0,2.0,18.0,0.0,0.0,2.0,158.0,96.0,3.5,1.57,11.1,0.5,3.0,4.5,1.5,L,NYM,NL,31.0,1.0,0.0,35.2,12.0,3.0,9.0,0.0,1.0,1.0,,,3.03,0.39,P,,,,,,,,,,,,,,,,,,,,,,,608,NYM,7,31,1,31,31,31,0,0,0,0,0,0,0,0,0,0,53,0,P,0.0,,A,0,,0,0,,0.0,,5,15,5,10,24,0,,0.0,10,A (15-24),0.3013698630136986,X,35.66666666666668,1,3.0,13,4.0,7.0,21,0,0.0,,,0.045454545454545456,-,13.0,45,10.0,53,-X1,(13-21) ,-X1 (13-21)  
Tom Nieto,25,MON,NL,30.0,72.0,65.0,5.0,13.0,3.0,1.0,1.0,7.0,0.0,1.0,6.0,21.0,0.2,0.278,0.32299999999999995,0.601,66.0,21.0,3.0,1.0,0.0,0.0,1.0,2/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,30.0,20.0,13.0,181.1,137.0,123.0,11.0,3.0,1.0,0.978,-7.0,-46.0,6.65,4.47,C,MON,NL,30.0,20.0,13.0,181.1,137.0,123.0,11.0,3.0,1.0,0.978,-7.0,-46.0,-7.0,6.65,4.47,5.0,5.0,39.0,4.0,9%,609,MON,3,30,20,30,30,0,30,0,0,0,0,0,0,0,0,0,61,0,C,0.2333333333333333,,C,3,13.0,3,6,(16),0.0,,3,13,10,13,31,0,,0.0,6,C13(16) (13-31),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Otis Nixon,27,CLE,AL,105.0,110.0,95.0,33.0,25.0,4.0,1.0,0.0,8.0,23.0,6.0,13.0,12.0,0.263,0.35200000000000004,0.326,0.6779999999999999,88.0,31.0,1.0,0.0,2.0,0.0,0.0,7H8/D,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,95.0,19.0,12.0,299.1,96.0,90.0,3.0,3.0,0.0,0.969,-1.0,-2.0,2.8,0.98,OF,,,,,,,,,,,,,,,,,,,,,,,612,CLE,4,105,19,105,95,0,0,0,0,0,0,84,14,0,95,5,55,37,OF,0.0761904761904762,,B,0,,1,1,(11),0.696969696969697,****,4,14,4,8,22,0,,0.0,8,B(11)**** (14-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Matt Nokes,22,DET,AL,7.0,25.0,24.0,2.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.333,0.36,0.5,0.86,132.0,12.0,1.0,0.0,0.0,0.0,1.0,/2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,7.0,7.0,7.0,62.0,45.0,43.0,2.0,0.0,2.0,1.0,0.0,0.0,6.53,6.43,C,DET,AL,7.0,7.0,7.0,62.0,45.0,43.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,6.53,6.43,0.0,3.0,3.0,1.0,25%,613,DET,2,7,7,7,7,0,7,0,0,0,0,0,0,0,0,0,51,0,C,0.2857142857142857,,A,4,14.0,0,0,,0.0,,1,11,1,2,12,0,,0.0,12,A14 (11-12),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Pete O'Brien,28,TEX,AL,156.0,641.0,551.0,86.0,160.0,23.0,3.0,23.0,90.0,4.0,4.0,87.0,66.0,0.29,0.385,0.468,0.8540000000000001,130.0,258.0,19.0,0.0,0.0,3.0,11.0,*3/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX,AL,155.0,144.0,137.0,1288.2,1350.0,1224.0,115.0,11.0,123.0,0.992,8.0,8.0,9.35,8.64,1B,,,,,,,,,,,,,,,,,,,,,,,616,TEX,5,156,144,156,155,0,0,155,0,0,0,0,0,0,0,0,54,0,1B,0.5769230769230769,,B+,5,15.0,1,6,(16),0.020202020202020204,,5,15,4,9,23,0,,0.0,9,B+15(16) (15-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tom O'Malley,25,BAL,AL,56.0,200.0,181.0,19.0,46.0,9.0,0.0,1.0,18.0,0.0,1.0,17.0,21.0,0.254,0.317,0.32,0.637,76.0,58.0,4.0,0.0,1.0,1.0,1.0,5/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,55.0,48.0,44.0,425.0,144.0,37.0,98.0,9.0,8.0,0.938,0.0,0.0,2.86,2.45,3B,,,,,,,,,,,,,,,,,,,,,,,617,BAL,5,56,48,56,55,0,0,0,0,55,0,0,0,0,0,0,55,0,3B,0.32142857142857145,,B,1,11.0,0,0,,0.0,,3,13,4,7,21,0,,0.0,8,B11 (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Paul O'Neill,23,CIN,NL,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.333,0.0,0.333,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,CIN,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,0,,0.0,,G,0,,0,0,,0.0,,12,26,12,24,46,0,,0.0,0,G (26-46),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ken Oberkfell,30,ATL,NL,151.0,596.0,503.0,62.0,136.0,24.0,3.0,5.0,48.0,7.0,4.0,83.0,40.0,0.27,0.373,0.36,0.733,100.0,181.0,11.0,2.0,4.0,4.0,6.0,*54/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATL,NL,171.0,138.0,112.0,1236.1,462.0,116.0,335.0,11.0,39.0,0.976,7.0,7.0,3.28,2.64,3B-2B,,,,,,,,,,,,,,,,,,,,,,,620,ATL,10,151,138,151,149,0,0,0,41,130,0,0,0,0,0,0,55,0,3B,0.3178807947019868,,B,1,11.0,1,2,(12),0.037037037037037035,,5,15,2,7,21,0,,0.0,8,B11(12) (15-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ron Oester,30,CIN,NL,153.0,586.0,523.0,52.0,135.0,23.0,2.0,8.0,44.0,9.0,2.0,52.0,84.0,0.258,0.325,0.35600000000000004,0.68,85.0,186.0,18.0,1.0,7.0,3.0,16.0,*4/H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIN,NL,151.0,148.0,141.0,1333.0,861.0,367.0,475.0,19.0,100.0,0.978,4.0,4.0,5.68,5.58,2B,,,,,,,,,,,,,,,,,,,,,,,622,CIN,9,153,148,153,151,0,0,0,151,0,0,0,0,0,0,0,55,0,2B,0.2875816993464052,,B,2,12.0,1,3,(13),0.05806451612903226,,3,13,5,8,22,0,,0.0,8,B12(13) (13-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ben Oglivie,37,MIL,AL,103.0,384.0,346.0,31.0,98.0,20.0,1.0,5.0,53.0,1.0,2.0,30.0,33.0,0.28300000000000003,0.334,0.39,0.7240000000000001,95.0,135.0,7.0,0.0,1.0,7.0,6.0,7DH/9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL,AL,50.0,49.0,25.0,379.1,110.0,105.0,4.0,1.0,1.0,0.991,2.0,7.0,2.59,2.18,OF,,,,,,,,,,,,,,,,,,,,,,,623,MIL,16,103,90,103,50,0,0,0,0,0,0,50,0,2,50,42,54,0,OF,0.5145631067961165,,B+,2,12.0,0,0,,0.00980392156862745,,3,13,3,6,16,0,,0.0,9,B+12 (13-16),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Bob Ojeda,28,NYM,NL,32.0,80.0,71.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.113,0.125,0.113,0.238,-33.0,8.0,0.0,0.0,8.0,0.0,0.0,1,L,NL,18.0,5.0,0.7829999999999999,2.57,32.0,30.0,1.0,7.0,2.0,0.0,217.1,185.0,72.0,62.0,15.0,52.0,3.0,148.0,2.0,1.0,2.0,871.0,140.0,3.05,1.09,7.7,0.6,2.2,6.1,2.85,L,NYM,NL,32.0,30.0,7.0,217.1,47.0,9.0,37.0,1.0,3.0,0.979,,,1.9,1.44,P,,,,,,,,,,,,,,,,,,,,,,,624,NYM,7,32,30,32,32,32,0,0,0,0,0,0,0,0,0,0,63,0,P,0.0,,E+,0,,0,0,,0.0,,0,n,14,14,32,0,,0.0,4,E+ (n-32),0.22643818849449204,M,217.33333333333331,7,2.0,12,6.0,8.0,22,0,0.0,,,0.08108108108108109,,10.0,52,8.0,55,M7,(12-22) ,M7 (12-22)  
Ed Olwine,28,ATL,NL,37.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.333,0.5,0.333,0.833,131.0,1.0,0.0,0.0,0.0,0.0,0.0,1,R,NL,0.0,0.0,,3.4,37.0,0.0,12.0,0.0,0.0,1.0,47.2,35.0,20.0,18.0,5.0,17.0,7.0,37.0,1.0,2.0,5.0,189.0,117.0,3.72,1.091,6.6,0.9,3.2,7.0,2.18,L,ATL,NL,37.0,0.0,0.0,47.2,8.0,3.0,5.0,0.0,0.0,1.0,,,1.51,0.22,P,,,,,,,,,,,,,,,,,,,,,,,625,ATL,1st,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,54,0,P,0.0,,A,0,,0,0,,0.0,,9,23,9,18,36,0,,0.0,9,A (23-36),0.2046783625730994,L,47.66666666666668,1,3.0,13,7.0,10.0,24,0,0.0,,[WP],0.14285714285714285,+,10.0,52,7.0,56,+L1,(13-24) ,+L1 (13-24)  [WP]
Steve Ontiveros,25,OAK,AL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1/H,R,AL,2.0,2.0,0.5,4.71,46.0,0.0,27.0,0.0,0.0,10.0,72.2,72.0,40.0,38.0,10.0,25.0,3.0,54.0,1.0,0.0,4.0,305.0,82.0,4.15,1.335,8.9,1.2,3.1,6.7,2.16,R,OAK,AL,46.0,0.0,0.0,72.2,12.0,2.0,10.0,0.0,1.0,1.0,,,1.49,0.26,P,,,,,,,,,,,,,,,,,,,,,,,626,OAK,2,47,0,1,46,46,0,0,0,0,0,0,0,0,0,0,66,1,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.25806451612903225,W,72.66666666666667,2,3.0,13,6.0,9.0,23,0,0.0,,,0.1388888888888889,+,12.0,46,8.0,55,+W2,(13-23) ,+W2 (13-23)  
Jose Oquendo,22,STL,NL,76.0,158.0,138.0,20.0,41.0,4.0,1.0,0.0,13.0,2.0,3.0,15.0,20.0,0.297,0.359,0.341,0.7,95.0,47.0,3.0,0.0,2.0,3.0,4.0,H64/57,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,NL,52.0,27.0,25.0,298.1,154.0,52.0,94.0,8.0,23.0,0.948,-2.0,-8.0,4.4,2.81,SS-2B-3B-OF,,,,,,,,,,,,,,,,,,,,,,,627,STL,3,76,27,76,50,0,0,0,21,1,29,1,0,0,1,0,54,3,SS,0.17105263157894735,,B+,0,,1,1,(11),0.0392156862745098,,3,13,5,8,22,0,,0.0,9,B+(11) (13-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jesse Orosco,29,NYM,NL,58.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.333,0.0,0.333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1/9,R,NL,8.0,6.0,0.5710000000000001,2.33,58.0,0.0,40.0,0.0,0.0,21.0,81.0,64.0,23.0,21.0,6.0,35.0,3.0,62.0,3.0,0.0,2.0,338.0,154.0,3.61,1.222,7.1,0.7,3.9,6.9,1.77,L,NYM,NL,59.0,0.0,0.0,84.0,13.0,5.0,8.0,0.0,0.0,1.0,0.0,3.0,1.39,0.22,P-OF,,,,,,,,,,,,,,,,,,,,,,,628,NYM,7,58,0,58,58,58,0,0,0,0,0,0,0,1,1,0,66,0,P,0.017241379310344827,,G,0,,0,0,,0.0,,12,26,0,0,n,0,,0.0,0,G (26-n),0.21333333333333335,L,81.0,1,4.0,14,7.0,11.0,25,0,0.0,,,0.09375,,11.0,51,7.0,56,L1,(14-25) ,L1 (14-25)  
Joe Orsulak,24,PIT,NL,138.0,437.0,401.0,60.0,100.0,19.0,6.0,2.0,19.0,24.0,11.0,28.0,38.0,0.249,0.299,0.342,0.6409999999999999,75.0,137.0,4.0,1.0,6.0,1.0,2.0,*98H/7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,NL,120.0,91.0,65.0,839.0,208.0,193.0,11.0,4.0,2.0,0.981,-4.0,-5.0,2.19,1.7,OF,,,,,,,,,,,,,,,,,,,,,,,629,PIT,4,138,91,138,120,0,0,0,0,0,0,9,46,73,120,0,55,6,OF,0.13768115942028986,,C+,1,11.0,2,3,(13),0.2352941176470588,***,2,12,3,5,15,0,,0.0,8,C+11(13)*** (12-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jorge Orta,35,KCR,AL,106.0,361.0,336.0,35.0,93.0,14.0,2.0,9.0,46.0,0.0,3.0,23.0,34.0,0.277,0.321,0.411,0.732,97.0,138.0,9.0,0.0,0.0,2.0,3.0,DH,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,KCR,15,106,83,106,0,0,0,0,0,0,0,0,0,0,0,87,54,1,,0.4339622641509434,,B,3,13.0,1,4,(14),0.0,,2,12,3,5,15,0,,0.0,9,B13(14) (12-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Junior Ortiz,26,PIT,NL,49.0,122.0,110.0,11.0,37.0,6.0,0.0,0.0,14.0,0.0,1.0,9.0,13.0,0.336,0.38,0.391,0.7709999999999999,112.0,43.0,4.0,0.0,1.0,2.0,0.0,2H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIT,NL,36.0,28.0,21.0,253.2,181.0,165.0,13.0,3.0,2.0,0.983,-3.0,-14.0,6.32,4.94,C,PIT,NL,36.0,28.0,21.0,253.2,181.0,165.0,13.0,3.0,2.0,0.983,-3.0,-14.0,-3.0,6.32,4.94,7.0,13.0,27.0,10.0,27%,631,PIT,5,49,28,49,36,0,36,0,0,0,0,0,0,0,0,0,52,0,C,0.2857142857142857,,A+,0,,0,0,,0.0,,3,13,4,7,21,0,,0.0,11,A+ (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Phil Ouellette,24,SFG,NL,10.0,26.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.174,0.269,0.174,0.443,28.0,4.0,3.0,0.0,0.0,0.0,0.0,/2H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,NL,9.0,6.0,4.0,56.0,45.0,42.0,3.0,0.0,0.0,1.0,-1.0,-21.0,7.23,5.0,C,SFG,NL,9.0,6.0,4.0,56.0,45.0,42.0,3.0,0.0,0.0,1.0,-1.0,-21.0,-1.0,7.23,5.0,0.0,3.0,7.0,2.0,22%,632,SFG,1st,10,6,10,9,0,9,0,0,0,0,0,0,0,0,0,61,0,C,0.0,,D+,0,,0,0,,0.0,,4,14,4,8,22,0,,0.0,6,D+ (14-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
